ticker,model_run,window_label,option2_regime,option3_window,sdf_state,sdf_alpha_mult,run_date,target_date,days_to_target,category,english_name,latest_price,expected_ret_ann,expected_price_tgt,alpha_ann,alpha_pval,r_squared,low_confidence,signal,beta_mkt,beta_yield_curve,beta_credit,beta_usd,beta_gold,beta_vix_chg
AAPL,APT×Daily,,,,normal,1.0,2026-04-17,2029-01-20,1008,edge ai device,Apple Inc.,263.4,0.30617,550.4855,0.021254,0.7955,0.5524,False,FAIRLY PRICED,1.3474,-1.319,0.015,0.0364,-0.0143,0.0005
