ticker,model_run,window_label,option2_regime,option3_window,sdf_state,sdf_alpha_mult,run_date,target_date,days_to_target,category,english_name,latest_price,expected_ret_ann,expected_price_tgt,alpha_ann,alpha_pval,r_squared,low_confidence,signal,beta_mkt
AAPL,CAPM×Daily,,,,normal,1.0,2026-04-17,2029-01-20,1008,edge ai device,Apple Inc.,263.4,0.240085,477.0009,0.055906,0.4887,0.5426,False,FAIRLY PRICED,1.219
