ticker,model_run,window_label,option2_regime,option3_window,sdf_state,sdf_alpha_mult,run_date,target_date,days_to_target,category,english_name,latest_price,expected_ret_ann,expected_price_tgt,alpha_ann,alpha_pval,r_squared,low_confidence,signal,hist_vol_ann,garch_vol_fore_ann,vol_ratio,hist_sharpe
AAPL,GARCH×Daily,,,,normal,1.0,2026-04-17,2029-01-20,1008,edge ai device,Apple Inc.,263.4,0.252114,489.8787,,,,False,LOW VOL → BUY,0.2919,0.2475,0.8479,0.8686
